measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,China,Both,20+ years,Depressive disorders,Percent,2014,0.0443279673320317,0.0493363790573141,0.0399649373286704
Prevalence,China,Both,20+ years,Anxiety disorders,Percent,2014,0.0342833287496765,0.0392194685950775,0.0296521922982643
Prevalence,Democratic People's Republic of Korea,Both,20+ years,Depressive disorders,Percent,2014,0.041634248778777,0.0489479431817349,0.0356368523603194
Prevalence,China,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0008572225941863,0.0009759051302116,0.0007518313201114
Prevalence,China,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0864263918125589,0.0937345548992434,0.079610974342485
Prevalence,Democratic People's Republic of Korea,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0004449821347884,0.0006142398332446,0.0003117318240785
Prevalence,Democratic People's Republic of Korea,Both,20+ years,Anxiety disorders,Percent,2014,0.0398113761587286,0.0484695765805462,0.0320749864164146
Prevalence,Taiwan (Province of China),Both,20+ years,Anxiety disorders,Percent,2014,0.0407211425722019,0.0497729030176701,0.0329229930696528
Prevalence,Democratic People's Republic of Korea,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0721578664738926,0.0797842283259649,0.0660902031930116
Prevalence,Taiwan (Province of China),Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0008561686969225,0.0009070111263499,0.0008052016831711
Prevalence,Taiwan (Province of China),Both,20+ years,Depressive disorders,Percent,2014,0.0417399715626533,0.0489825330469409,0.0355667365958651
Prevalence,Taiwan (Province of China),Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0860246420169884,0.0912114501756442,0.0813776096275792
Prevalence,Cambodia,Both,20+ years,Depressive disorders,Percent,2014,0.0418541548867483,0.048868104953878,0.0361261823934407
Prevalence,Indonesia,Both,20+ years,Depressive disorders,Percent,2014,0.0350403396955179,0.0396034476260006,0.0310517175249
Prevalence,Cambodia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0002571280522734,0.0003252895021877,0.0001939693171671
Prevalence,Lao People's Democratic Republic,Both,20+ years,Depressive disorders,Percent,2014,0.0384462555182823,0.0448649767474837,0.0330738705930238
Prevalence,Indonesia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0002483311771033,0.0003196904025793,0.0001853882151167
Prevalence,Cambodia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.046023043101106,0.0502976491106721,0.0417892150547469
Prevalence,Malaysia,Both,20+ years,Depressive disorders,Percent,2014,0.0470779368328776,0.0540540901640613,0.0416323315844211
Prevalence,Indonesia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0388597565451966,0.0427976480230269,0.0352072830384376
Prevalence,Maldives,Both,20+ years,Depressive disorders,Percent,2014,0.0410462385038758,0.0477894371737769,0.0356535191172801
Prevalence,Myanmar,Both,20+ years,Depressive disorders,Percent,2014,0.0321864977002691,0.0384424292758994,0.027162704751896
Prevalence,Lao People's Democratic Republic,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0002064627970611,0.0002727691612342,0.0001511227480726
Prevalence,Philippines,Both,20+ years,Depressive disorders,Percent,2014,0.0413970364708565,0.0470677057797424,0.0370474630269508
Prevalence,Thailand,Both,20+ years,Depressive disorders,Percent,2014,0.044180378542135,0.0515158663315943,0.0381624229738062
Prevalence,Sri Lanka,Both,20+ years,Depressive disorders,Percent,2014,0.0415647210443829,0.0483296890363366,0.0361408026100773
Prevalence,Timor-Leste,Both,20+ years,Depressive disorders,Percent,2014,0.0387378127800576,0.0456022089146335,0.0336689896067044
Prevalence,Lao People's Democratic Republic,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.053612034834171,0.0579181909485197,0.0492761504608426
Prevalence,Indonesia,Both,20+ years,Anxiety disorders,Percent,2014,0.0432918025956805,0.0507352698840437,0.0369125684776803
Prevalence,Viet Nam,Both,20+ years,Depressive disorders,Percent,2014,0.0354094685431065,0.0419359230625326,0.0302772033448727
Prevalence,Malaysia,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,0.0002176628112933,0.0002437787915739,0.0001943085734117
Prevalence,Cambodia,Both,20+ years,Anxiety disorders,Percent,2014,0.0491058419749602,0.0622052331256421,0.0389393081198002
Prevalence,Lao People's Democratic Republic,Both,20+ years,Anxiety disorders,Percent,2014,0.0550582965458074,0.0683016582248993,0.0445421413535192
Prevalence,Malaysia,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0845709295561301,0.0912586796215902,0.0787928114793114
Prevalence,Kiribati,Both,20+ years,Depressive disorders,Percent,2014,0.0415411783667844,0.0488208227556897,0.0356078433532702
Prevalence,Fiji,Both,20+ years,Depressive disorders,Percent,2014,0.0416035101216896,0.0482134916323276,0.036083956247683
Prevalence,Malaysia,Both,20+ years,Anxiety disorders,Percent,2014,0.0544865308698736,0.0674367454339721,0.0443025505030394
Prevalence,Maldives,Both,20+ years,Anxiety disorders,Percent,2014,0.0420967920402327,0.0541488817289267,0.0328543353431598
Prevalence,Marshall Islands,Both,20+ years,Depressive disorders,Percent,2014,0.0406017840629064,0.0477618677589905,0.0347455718000449
Prevalence,Maldives,Both,20+ years,"Tracheal, bronchus, and lung cancer",Percent,2014,7.4024850002e-05,8.57206339936e-05,6.36209759639e-05
Prevalence,Samoa,Both,20+ years,Depressive disorders,Percent,2014,0.0395484230571901,0.0459866460543066,0.0341670212540766
Prevalence,Solomon Islands,Both,20+ years,Depressive disorders,Percent,2014,0.0420832065618708,0.0499561936215701,0.0359561595059231
Prevalence,Maldives,Both,20+ years,Diabetes mellitus type 2,Percent,2014,0.0433643654429115,0.0472970621949451,0.0397648340686416
Prevalence,Myanmar,Both,20+ years,Anxiety disorders,Percent,2014,0.0456424852277361,0.0578020004342415,0.0359904509531114
Prevalence,Papua New Guinea,Both,20+ years,Depressive disorders,Percent,2014,0.0436907821856636,0.0514167525463452,0.0376964161101832
Prevalence,Philippines,Both,20+ years,Anxiety disorders,Percent,2014,0.049768108044482,0.0578471264885341,0.042334669303054
Prevalence,Georgia,Both,20+ years,Depressive disorders,Percent,2014,0.0552801190173669,0.0621519687648713,0.0487489988189168
Prevalence,Azerbaijan,Both,20+ years,Depressive disorders,Percent,2014,0.0402567358802561,0.0467021941268418,0.0348599630573559
Prevalence,Armenia,Both,20+ years,Depressive disorders,Percent,2014,0.0463543264506914,0.0528311397138033,0.0404688417863172
