measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,1990,74.00327085036,76.22645334175,70.57262522495
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,1991,74.416681403,76.6849871205,70.89150274701001
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,1992,74.75615404997001,77.11773429222,71.13915347185
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,1993,75.97837999312,78.39350570175999,72.16455363275
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,1994,76.41847631856,78.7830031841,72.30321719234
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,1995,77.68150424376,80.1361156869,73.48227126743
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,1996,77.29862031358,79.64718065077,72.86113494573999
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,1997,76.90243302242,79.27730128121999,72.36747727965
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,1998,76.90079259968999,79.30158615092,72.17502712792
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,1999,76.93746573374,79.28762927118,72.13447088221001
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2000,77.03631588382,79.48047833623001,72.2432499313
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2001,77.24666274555,79.76585968394,72.42737225203
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2002,77.46433521266,80.10378278774999,72.58244840225001
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2003,77.14117755952999,79.77884084128999,72.19111437202
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2004,76.7458615802,79.388350921,71.72572337337
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2005,75.85302192706,78.49046030444,70.81093752652001
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2006,75.71257807906001,78.41783606572,70.4668599131
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2007,75.20154558119,77.92973052378,69.76133845205
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2008,75.10455935654001,77.80234421573999,69.46015352432
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2009,75.56099099793,78.37535776243,69.93994929064
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2010,73.63818796339001,76.50625206174,68.20910604558999
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2011,73.64544736333,76.59514789043,68.20393077877
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2012,73.10621177045999,76.01646882301,67.54564117675001
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2013,72.04673036525,75.02851196794,66.58583071163
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2014,71.48514097208,74.56214778693,66.0431246456
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2015,69.669124094,72.67147580049,64.29890867933
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2016,68.88954247449,71.88355378214,63.55372351304
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2017,67.29137943662,70.27693162941,61.953653938710005
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2018,65.4589482783,68.48852139610001,60.06861565197
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2019,64.70474373937999,67.82345799907,59.291819853750006
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2020,65.45299417439,68.53672626244,59.86669381504
6,Zapadalność,102,Stany Zjednoczone Ameryki,3,Obie płcie,22,Razem,426,"Rak tchawicy, oskrzeli i płuc",3,Współczynnik,2021,67.32689805441,70.69855324418,61.94640234947
