outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Cocaine Use in the Past Year,12 or Older,2006-08,"West",0.0254198338,0.0232143389,0.0278288935
Cocaine Use in the Past Year,12 to 17,2006-08,"West",0.0174237158,0.0150515139,0.0201621366
Cocaine Use in the Past Year,18 or Older,2006-08,"West",0.0263600235,0.0239444646,0.0290120249
Cocaine Use in the Past Year,18 to 25,2006-08,"West",0.0692736966,0.0640345151,0.0749072314
Cocaine Use in the Past Year,26 or Older,2006-08,"West",0.0185871755,0.0160678241,0.0214929193
Cocaine Use in the Past Year,12 or Older,2006-08,"South",0.0222380135,0.0207340349,0.023848429
Cocaine Use in the Past Year,12 to 17,2006-08,"South",0.0140114333,0.0125473805,0.0156436082
Cocaine Use in the Past Year,18 or Older,2006-08,"South",0.0231634039,0.0215164344,0.0249332278
Cocaine Use in the Past Year,18 to 25,2006-08,"South",0.0581114685,0.0543966364,0.0620633416
Cocaine Use in the Past Year,26 or Older,2006-08,"South",0.0172495579,0.0154806326,0.0192166678
Cocaine Use in the Past Year,12 or Older,2006-08,"Midwest",0.0217422458,0.020198718,0.0234009084
Cocaine Use in the Past Year,12 to 17,2006-08,"Midwest",0.0138249173,0.0123747449,0.0154423753
Cocaine Use in the Past Year,18 or Older,2006-08,"Midwest",0.0226412594,0.0209474882,0.0244685627
Cocaine Use in the Past Year,18 to 25,2006-08,"Midwest",0.0608229482,0.0568727163,0.065028635
Cocaine Use in the Past Year,26 or Older,2006-08,"Midwest",0.0159922521,0.0142038387,0.0180017335
Cocaine Use in the Past Year,12 or Older,2006-08,"Northeast",0.0246320708,0.0224438372,0.0270277545
Cocaine Use in the Past Year,12 to 17,2006-08,"Northeast",0.0130753078,0.0112580885,0.015181349
Cocaine Use in the Past Year,18 or Older,2006-08,"Northeast",0.0258702682,0.0234827575,0.0284934361
Cocaine Use in the Past Year,18 to 25,2006-08,"Northeast",0.0665201576,0.0614144512,0.072017759
Cocaine Use in the Past Year,26 or Older,2006-08,"Northeast",0.019105435,0.0166054058,0.0219734461
Cocaine Use in the Past Year,12 or Older,2006-08,"United States",0.0233053033,0.0222493322,0.0244101405
Cocaine Use in the Past Year,12 to 17,2006-08,"United States",0.0146203341,0.0134463023,0.0158952222
Cocaine Use in the Past Year,18 or Older,2006-08,"United States",0.0242857812,0.0231237863,0.025504643
Cocaine Use in the Past Year,18 to 25,2006-08,"United States",0.0629068552,0.0602120308,0.0657138545
Cocaine Use in the Past Year,26 or Older,2006-08,"United States",0.0176240845,0.0163651393,0.0189780098
Cocaine Use in the Past Year,12 or Older,2006-08,"Alabama",0.0185237064,0.0137489843,0.024914697
Cocaine Use in the Past Year,12 to 17,2006-08,"Alabama",0.0115339754,0.0079844074,0.0166350867
Cocaine Use in the Past Year,18 or Older,2006-08,"Alabama",0.0193038022,0.0141291718,0.0263229749
Cocaine Use in the Past Year,18 to 25,2006-08,"Alabama",0.045442269,0.0352901221,0.0583383403
Cocaine Use in the Past Year,26 or Older,2006-08,"Alabama",0.0148603569,0.0099258534,0.022192994
Cocaine Use in the Past Year,12 or Older,2006-08,"Alabama Region 1",0.0166432326,0.0112688342,0.024517262
Cocaine Use in the Past Year,12 to 17,2006-08,"Alabama Region 1",0.0134187198,0.0083874301,0.0214029406
Cocaine Use in the Past Year,18 or Older,2006-08,"Alabama Region 1",0.0169832469,0.0112343726,0.0255977863
Cocaine Use in the Past Year,18 to 25,2006-08,"Alabama Region 1",0.0491137024,0.0336174608,0.0712265836
Cocaine Use in the Past Year,26 or Older,2006-08,"Alabama Region 1",0.0122447799,0.0071945235,0.0207659559
Cocaine Use in the Past Year,12 or Older,2006-08,"Alabama Region 2",0.0195163782,0.0133788064,0.0283885657
Cocaine Use in the Past Year,12 to 17,2006-08,"Alabama Region 2",0.0115980976,0.0072054839,0.018618322
Cocaine Use in the Past Year,18 or Older,2006-08,"Alabama Region 2",0.0203839506,0.013751301,0.0301180239
Cocaine Use in the Past Year,18 to 25,2006-08,"Alabama Region 2",0.0462377236,0.032799933,0.064811926
Cocaine Use in the Past Year,26 or Older,2006-08,"Alabama Region 2",0.0160006172,0.0096563911,0.0264018652
Cocaine Use in the Past Year,12 or Older,2006-08,"Alabama Region 3",0.0195118714,0.0126566418,0.0299674105
Cocaine Use in the Past Year,12 to 17,2006-08,"Alabama Region 3",0.0091205863,0.0054741621,0.0151589273
Cocaine Use in the Past Year,18 or Older,2006-08,"Alabama Region 3",0.0207441196,0.0132607235,0.0323123132
Cocaine Use in the Past Year,18 to 25,2006-08,"Alabama Region 3",0.0379972766,0.0253702794,0.0565442286
Cocaine Use in the Past Year,26 or Older,2006-08,"Alabama Region 3",0.0169330525,0.0096783588,0.0294639221
Cocaine Use in the Past Year,12 or Older,2006-08,"Alabama Region 4",0.0186580408,0.0123794786,0.0280305556
Cocaine Use in the Past Year,12 to 17,2006-08,"Alabama Region 4",0.0112484648,0.0068115742,0.01852154
Cocaine Use in the Past Year,18 or Older,2006-08,"Alabama Region 4",0.0195223269,0.0127050776,0.0298868216
Cocaine Use in the Past Year,18 to 25,2006-08,"Alabama Region 4",0.0478261539,0.032561702,0.0697305896
Cocaine Use in the Past Year,26 or Older,2006-08,"Alabama Region 4",0.0149969869,0.0087338441,0.0256353509
Cocaine Use in the Past Year,12 or Older,2006-08,"Alaska",0.0307994744,0.0236576903,0.0400088728
Cocaine Use in the Past Year,12 to 17,2006-08,"Alaska",0.0167861541,0.0117702691,0.0238878832
Cocaine Use in the Past Year,18 or Older,2006-08,"Alaska",0.0326740996,0.0247834427,0.0429663312
Cocaine Use in the Past Year,18 to 25,2006-08,"Alaska",0.0785213172,0.0627228096,0.0978835503
Cocaine Use in the Past Year,26 or Older,2006-08,"Alaska",0.0240831905,0.0163778134,0.0352837266
Cocaine Use in the Past Year,12 or Older,2006-08,"Alaska Southeast",0.0311357886,0.0202696979,0.0475442483
Cocaine Use in the Past Year,12 to 17,2006-08,"Alaska Southeast",0.0186004087,0.0112929089,0.0304906752
Cocaine Use in the Past Year,18 or Older,2006-08,"Alaska Southeast",0.0326402452,0.0208449759,0.0507639133
Cocaine Use in the Past Year,18 to 25,2006-08,"Alaska Southeast",0.0880769607,0.0589967189,0.1295183136
Cocaine Use in the Past Year,26 or Older,2006-08,"Alaska Southeast",0.0243091956,0.0137093364,0.0427494815
Cocaine Use in the Past Year,12 or Older,2006-08,"Alaska Anchorage",0.0343246363,0.0251548413,0.0466770797
Cocaine Use in the Past Year,12 to 17,2006-08,"Alaska Anchorage",0.0176833992,0.0112047579,0.0278026914
Cocaine Use in the Past Year,18 or Older,2006-08,"Alaska Anchorage",0.036431066,0.0263427357,0.0501837389
Cocaine Use in the Past Year,18 to 25,2006-08,"Alaska Anchorage",0.0826196679,0.0622421201,0.1088939555
Cocaine Use in the Past Year,26 or Older,2006-08,"Alaska Anchorage",0.0279226947,0.0178402085,0.0434512603
Cocaine Use in the Past Year,12 or Older,2006-08,"Alaska Northern",0.0272192143,0.0186557145,0.0395551596
Cocaine Use in the Past Year,12 to 17,2006-08,"Alaska Northern",0.013369787,0.0081134119,0.0219561889
Cocaine Use in the Past Year,18 or Older,2006-08,"Alaska Northern",0.0293717582,0.0197543555,0.0434637821
Cocaine Use in the Past Year,18 to 25,2006-08,"Alaska Northern",0.0622877823,0.0431255019,0.0891711156
Cocaine Use in the Past Year,26 or Older,2006-08,"Alaska Northern",0.0216721981,0.012655768,0.0368723708
Cocaine Use in the Past Year,12 or Older,2006-08,"Alaska South Central",0.0279091138,0.0191934136,0.0404194981
