outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Cocaine Use in the Past Year,12 or Older,2002-04,"West",0.0260996186,0.0239745067,0.0284076188
Cocaine Use in the Past Year,12 to 17,2002-04,"West",0.0185400341,0.0160940749,0.0213496611
Cocaine Use in the Past Year,18 or Older,2002-04,"West",0.0270296137,0.0246896002,0.02958468
Cocaine Use in the Past Year,18 to 25,2002-04,"West",0.0700471299,0.064813893,0.0756687222
Cocaine Use in the Past Year,26 or Older,2002-04,"West",0.0191757938,0.0167126001,0.021993906
Cocaine Use in the Past Year,12 or Older,2002-04,"South",0.0236704504,0.0222238899,0.0252087404
Cocaine Use in the Past Year,12 to 17,2002-04,"South",0.0189456604,0.0171361371,0.0209421924
Cocaine Use in the Past Year,18 or Older,2002-04,"South",0.024222799,0.0226396743,0.0259136918
Cocaine Use in the Past Year,18 to 25,2002-04,"South",0.0610459564,0.0574059978,0.0649008236
Cocaine Use in the Past Year,26 or Older,2002-04,"South",0.0178067791,0.0161380535,0.0196446109
Cocaine Use in the Past Year,12 or Older,2002-04,"Midwest",0.0245230076,0.0229974313,0.0261470773
Cocaine Use in the Past Year,12 to 17,2002-04,"Midwest",0.0176745221,0.0159892709,0.019533871
Cocaine Use in the Past Year,18 or Older,2002-04,"Midwest",0.0253302591,0.0236541318,0.0271218571
Cocaine Use in the Past Year,18 to 25,2002-04,"Midwest",0.0665055799,0.0626662138,0.0705624643
Cocaine Use in the Past Year,26 or Older,2002-04,"Midwest",0.0179579252,0.0161591384,0.0199528866
Cocaine Use in the Past Year,12 or Older,2002-04,"Northeast",0.0246654059,0.0226764706,0.0268240012
Cocaine Use in the Past Year,12 to 17,2002-04,"Northeast",0.016165468,0.0141877845,0.0184136783
Cocaine Use in the Past Year,18 or Older,2002-04,"Northeast",0.02560133,0.0234258218,0.027973086
Cocaine Use in the Past Year,18 to 25,2002-04,"Northeast",0.0732411888,0.0680505656,0.0787942576
Cocaine Use in the Past Year,26 or Older,2002-04,"Northeast",0.0180064504,0.0157286345,0.0206072324
Cocaine Use in the Past Year,12 or Older,2002-04,"United States",0.024602084,0.0235332793,0.0257181519
Cocaine Use in the Past Year,12 to 17,2002-04,"United States",0.0180606142,0.0167432182,0.0194796124
Cocaine Use in the Past Year,18 or Older,2002-04,"United States",0.0253687399,0.0241972346,0.0265954177
Cocaine Use in the Past Year,18 to 25,2002-04,"United States",0.0665773303,0.0639202411,0.0693366902
Cocaine Use in the Past Year,26 or Older,2002-04,"United States",0.0181853907,0.0169401373,0.0195203638
Cocaine Use in the Past Year,12 or Older,2002-04,"Alabama",0.0220967722,0.017272889,0.0282291461
Cocaine Use in the Past Year,12 to 17,2002-04,"Alabama",0.0167467002,0.0118642429,0.0235904522
Cocaine Use in the Past Year,18 or Older,2002-04,"Alabama",0.0227076385,0.0175048663,0.0294104819
Cocaine Use in the Past Year,18 to 25,2002-04,"Alabama",0.0560740912,0.0445223105,0.0704022583
Cocaine Use in the Past Year,26 or Older,2002-04,"Alabama",0.0167867039,0.0116780374,0.0240757632
Cocaine Use in the Past Year,12 or Older,2002-04,"Alabama Region 1",0.0193284923,0.0139320154,0.0267585366
