outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Cocaine Use in the Past Year,12 or Older,2008-10,"West",0.0222167881,0.0201657602,0.0244712129
Cocaine Use in the Past Year,12 to 17,2008-10,"West",0.0129668919,0.0110474042,0.0152147599
Cocaine Use in the Past Year,18 or Older,2008-10,"West",0.0232554255,0.0209994417,0.025747397
Cocaine Use in the Past Year,18 to 25,2008-10,"West",0.0606386874,0.0552986715,0.0664580952
Cocaine Use in the Past Year,26 or Older,2008-10,"West",0.016489814,0.0141845966,0.0191623828
Cocaine Use in the Past Year,12 or Older,2008-10,"South",0.0172027954,0.0158500172,0.0186688412
Cocaine Use in the Past Year,12 to 17,2008-10,"South",0.0096698914,0.0085411244,0.0109461857
Cocaine Use in the Past Year,18 or Older,2008-10,"South",0.0180191714,0.0165328956,0.0196363929
Cocaine Use in the Past Year,18 to 25,2008-10,"South",0.0436780452,0.0402570544,0.0473753971
Cocaine Use in the Past Year,26 or Older,2008-10,"South",0.0136542432,0.0120662663,0.0154479375
Cocaine Use in the Past Year,12 or Older,2008-10,"Midwest",0.0168474008,0.0155029456,0.0183062826
Cocaine Use in the Past Year,12 to 17,2008-10,"Midwest",0.0102471268,0.0089985867,0.0116668606
Cocaine Use in the Past Year,18 or Older,2008-10,"Midwest",0.0175648544,0.0160928744,0.0191688501
Cocaine Use in the Past Year,18 to 25,2008-10,"Midwest",0.0465756783,0.0430819875,0.0503377828
Cocaine Use in the Past Year,26 or Older,2008-10,"Midwest",0.0125314093,0.0109924456,0.0142827193
Cocaine Use in the Past Year,12 or Older,2008-10,"Northeast",0.0230643128,0.0210092999,0.025315138
Cocaine Use in the Past Year,12 to 17,2008-10,"Northeast",0.0104691308,0.0090434743,0.0121167865
Cocaine Use in the Past Year,18 or Older,2008-10,"Northeast",0.0243533002,0.0220912883,0.0268405711
Cocaine Use in the Past Year,18 to 25,2008-10,"Northeast",0.0631819882,0.0582851346,0.0684603447
Cocaine Use in the Past Year,26 or Older,2008-10,"Northeast",0.0178253208,0.0154520508,0.0205554895
Cocaine Use in the Past Year,12 or Older,2008-10,"United States",0.0193638541,0.0184457788,0.0203266771
Cocaine Use in the Past Year,12 to 17,2008-10,"United States",0.0107255616,0.0097215291,0.0118320509
Cocaine Use in the Past Year,18 or Older,2008-10,"United States",0.0202987958,0.019290755,0.0213583646
Cocaine Use in the Past Year,18 to 25,2008-10,"United States",0.0519025409,0.049543712,0.0543672522
Cocaine Use in the Past Year,26 or Older,2008-10,"United States",0.0148324872,0.0137729163,0.0159722524
Cocaine Use in the Past Year,12 or Older,2008-10,"Alabama",0.0117819063,0.0081507152,0.017003082
Cocaine Use in the Past Year,12 to 17,2008-10,"Alabama",0.0071478312,0.0050129033,0.0101826909
Cocaine Use in the Past Year,18 or Older,2008-10,"Alabama",0.0122813754,0.0083069378,0.0181226247
Cocaine Use in the Past Year,18 to 25,2008-10,"Alabama",0.029232033,0.020435026,0.0416549965
Cocaine Use in the Past Year,26 or Older,2008-10,"Alabama",0.009386024,0.005763886,0.0152494714
Cocaine Use in the Past Year,12 or Older,2008-10,"Alabama Region 1",0.0107982121,0.0068114116,0.0170784085
Cocaine Use in the Past Year,12 to 17,2008-10,"Alabama Region 1",0.0084361073,0.0050483251,0.0140651918
Cocaine Use in the Past Year,18 or Older,2008-10,"Alabama Region 1",0.0110429561,0.0067759854,0.0179483656
