outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Marijuana Use in the Past Month,12 or Older,2016-18,"West",0.1238762971,0.1195289509,0.1283587082
Marijuana Use in the Past Month,12 to 17,2016-18,"West",0.0744651,0.0689372354,0.080397951
Marijuana Use in the Past Month,18 or Older,2016-18,"West",0.1289210236,0.1242064349,0.1337872298
Marijuana Use in the Past Month,18 to 25,2016-18,"West",0.2490597464,0.2364167957,0.2621466921
Marijuana Use in the Past Month,26 or Older,2016-18,"West",0.1092129149,0.1038124809,0.1148582794
Marijuana Use in the Past Month,12 or Older,2016-18,"South",0.0769912136,0.0744771747,0.0795828188
Marijuana Use in the Past Month,12 to 17,2016-18,"South",0.0587475593,0.0550889366,0.0626330564
Marijuana Use in the Past Month,18 or Older,2016-18,"South",0.0788747046,0.0761521689,0.0816859682
Marijuana Use in the Past Month,18 to 25,2016-18,"South",0.1849987127,0.1752146549,0.195199814
Marijuana Use in the Past Month,26 or Older,2016-18,"South",0.0619291195,0.0586065002,0.0654270185
Marijuana Use in the Past Month,12 or Older,2016-18,"Midwest",0.0903683733,0.0870440701,0.0938065899
Marijuana Use in the Past Month,12 to 17,2016-18,"Midwest",0.0646507611,0.0603732557,0.0692090094
Marijuana Use in the Past Month,18 or Older,2016-18,"Midwest",0.093009009,0.0894266972,0.0967195807
Marijuana Use in the Past Month,18 to 25,2016-18,"Midwest",0.2105243038,0.1998801999,0.2215782607
Marijuana Use in the Past Month,26 or Older,2016-18,"Midwest",0.0736675572,0.0695751412,0.0779805146
Marijuana Use in the Past Month,12 or Older,2016-18,"Northeast",0.1015558019,0.0974617612,0.1058016593
Marijuana Use in the Past Month,12 to 17,2016-18,"Northeast",0.0681121751,0.0630168556,0.073587128
Marijuana Use in the Past Month,18 or Older,2016-18,"Northeast",0.1046453605,0.1002518311,0.1092080654
Marijuana Use in the Past Month,18 to 25,2016-18,"Northeast",0.2475694199,0.2344720732,0.2611487939
Marijuana Use in the Past Month,26 or Older,2016-18,"Northeast",0.0820938737,0.0771799143,0.087291105
Marijuana Use in the Past Month,12 or Older,2016-18,"United States",0.0952359975,0.0931475987,0.0973661917
Marijuana Use in the Past Month,12 to 17,2016-18,"United States",0.0652922027,0.0623930879,0.0683162106
Marijuana Use in the Past Month,18 or Older,2016-18,"United States",0.0982578634,0.0959891185,0.1005742653
Marijuana Use in the Past Month,18 to 25,2016-18,"United States",0.2167140803,0.211559639,0.2219587508
Marijuana Use in the Past Month,26 or Older,2016-18,"United States",0.0791392931,0.0768032766,0.0815400854
Marijuana Use in the Past Month,12 or Older,2016-18,"Alabama",0.0727042243,0.0627733913,0.0840652098
Marijuana Use in the Past Month,12 to 17,2016-18,"Alabama",0.0565572538,0.0454337047,0.0702038932
Marijuana Use in the Past Month,18 or Older,2016-18,"Alabama",0.07433627,0.063775275,0.0864845809
Marijuana Use in the Past Month,18 to 25,2016-18,"Alabama",0.1766692241,0.1503313528,0.2065000025
