outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Alcohol Use in the Past Month,12 or Older,2014-16,"West",0.5111120235,0.5039802061,0.5182393201
Alcohol Use in the Past Month,12 to 17,2014-16,"West",0.1000446524,0.0938132341,0.1066412744
Alcohol Use in the Past Month,18 or Older,2014-16,"West",0.5539195351,0.5461141071,0.5616984639
Alcohol Use in the Past Month,18 to 25,2014-16,"West",0.5591243861,0.5479542877,0.5702349504
Alcohol Use in the Past Month,26 or Older,2014-16,"West",0.5530221456,0.5443172833,0.5616946215
Alcohol Use in the Past Month,12 or Older,2014-16,"South",0.4809348945,0.4750493847,0.4868257
Alcohol Use in the Past Month,12 to 17,2014-16,"South",0.0939737724,0.0892531488,0.0989169537
Alcohol Use in the Past Month,18 or Older,2014-16,"South",0.5213884368,0.5149225753,0.5278471396
Alcohol Use in the Past Month,18 to 25,2014-16,"South",0.5525440911,0.5437032218,0.5613518628
Alcohol Use in the Past Month,26 or Older,2014-16,"South",0.5162132674,0.509031321,0.5233885227
Alcohol Use in the Past Month,12 or Older,2014-16,"Midwest",0.5462200634,0.5393189887,0.5531034222
Alcohol Use in the Past Month,12 to 17,2014-16,"Midwest",0.1024125729,0.0968708679,0.1082333099
Alcohol Use in the Past Month,18 or Older,2014-16,"Midwest",0.5925282082,0.5849482744,0.6000643584
Alcohol Use in the Past Month,18 to 25,2014-16,"Midwest",0.6210743454,0.610957823,0.6310866482
Alcohol Use in the Past Month,26 or Older,2014-16,"Midwest",0.5877113071,0.5792580946,0.5961131018
Alcohol Use in the Past Month,12 or Older,2014-16,"Northeast",0.5655221216,0.5578733475,0.5731398204
Alcohol Use in the Past Month,12 to 17,2014-16,"Northeast",0.1176753944,0.11062615,0.1251106377
Alcohol Use in the Past Month,18 or Older,2014-16,"Northeast",0.6078961822,0.5995441288,0.6161855567
Alcohol Use in the Past Month,18 to 25,2014-16,"Northeast",0.6374380905,0.6253983508,0.6493078586
Alcohol Use in the Past Month,26 or Older,2014-16,"Northeast",0.6030863308,0.5937599091,0.6123384316
Alcohol Use in the Past Month,12 or Older,2014-16,"United States",0.5169637531,0.5131999985,0.520725584
Alcohol Use in the Past Month,12 to 17,2014-16,"United States",0.1011654466,0.0976432052,0.104799988
Alcohol Use in the Past Month,18 or Older,2014-16,"United States",0.5596330617,0.555567004,0.5636911341
Alcohol Use in the Past Month,18 to 25,2014-16,"United States",0.5835992378,0.576979945,0.5901885212
Alcohol Use in the Past Month,26 or Older,2014-16,"United States",0.555617516,0.5511075209,0.5601183663
Alcohol Use in the Past Month,12 or Older,2014-16,"Alabama",0.4207056926,0.3978764874,0.4438791493
Alcohol Use in the Past Month,12 to 17,2014-16,"Alabama",0.0873975914,0.07215955,0.1054876316
Alcohol Use in the Past Month,18 or Older,2014-16,"Alabama",0.4550072061,0.4299749648,0.4802689176
Alcohol Use in the Past Month,18 to 25,2014-16,"Alabama",0.5156189754,0.4831006446,0.5480055836
Alcohol Use in the Past Month,26 or Older,2014-16,"Alabama",0.4449121461,0.4169190786,0.4732592179
Alcohol Use in the Past Month,12 or Older,2014-16,"Alabama Region 1",0.3694965148,0.3332353488,0.4072931797
Alcohol Use in the Past Month,12 to 17,2014-16,"Alabama Region 1",0.0891847417,0.0681921808,0.1158363701
Alcohol Use in the Past Month,18 or Older,2014-16,"Alabama Region 1",0.3987137437,0.3589916805,0.4398153282
