outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Alcohol Use in the Past Month,12 or Older,2010-12,"West",0.5094026892,0.5007219895,0.5180777224
Alcohol Use in the Past Month,12 to 17,2010-12,"West",0.1310813655,0.124130264,0.1383602283
Alcohol Use in the Past Month,18 or Older,2010-12,"West",0.5515739214,0.54195033,0.5611590447
Alcohol Use in the Past Month,18 to 25,2010-12,"West",0.584550151,0.5732868009,0.5957258523
Alcohol Use in the Past Month,26 or Older,2010-12,"West",0.5456204173,0.5345604331,0.5566355657
Alcohol Use in the Past Month,12 or Older,2010-12,"South",0.4799701491,0.4736180297,0.486328751
Alcohol Use in the Past Month,12 to 17,2010-12,"South",0.1222703457,0.117396865,0.1273169547
Alcohol Use in the Past Month,18 or Older,2010-12,"South",0.51856814,0.511569336,0.5255596652
Alcohol Use in the Past Month,18 to 25,2010-12,"South",0.5742565351,0.5666774099,0.5818009264
Alcohol Use in the Past Month,26 or Older,2010-12,"South",0.5089939712,0.5010015079,0.5169818394
Alcohol Use in the Past Month,12 or Older,2010-12,"Midwest",0.545069936,0.5384135658,0.5517102388
Alcohol Use in the Past Month,12 to 17,2010-12,"Midwest",0.1311070727,0.125962779,0.136428665
Alcohol Use in the Past Month,18 or Older,2010-12,"Midwest",0.5900023117,0.5826098595,0.597354321
Alcohol Use in the Past Month,18 to 25,2010-12,"Midwest",0.6405435184,0.6325887506,0.6484217787
Alcohol Use in the Past Month,26 or Older,2010-12,"Midwest",0.5813607243,0.5729186003,0.5897554659
Alcohol Use in the Past Month,12 or Older,2010-12,"Northeast",0.573113767,0.5647487571,0.5814371625
Alcohol Use in the Past Month,12 to 17,2010-12,"Northeast",0.1585757383,0.1512773283,0.1661573273
Alcohol Use in the Past Month,18 or Older,2010-12,"Northeast",0.6148641391,0.6056983788,0.6239491175
Alcohol Use in the Past Month,18 to 25,2010-12,"Northeast",0.661992367,0.6520688015,0.6717753651
Alcohol Use in the Past Month,26 or Older,2010-12,"Northeast",0.6069539792,0.5964164251,0.6173929
Alcohol Use in the Past Month,12 or Older,2010-12,"United States",0.5178254136,0.513204529,0.5224432514
Alcohol Use in the Past Month,12 to 17,2010-12,"United States",0.1325335819,0.1290368772,0.1361102342
Alcohol Use in the Past Month,18 or Older,2010-12,"United States",0.5592642169,0.5541963188,0.5643197947
Alcohol Use in the Past Month,18 to 25,2010-12,"United States",0.6065632979,0.6001397838,0.6129501726
Alcohol Use in the Past Month,26 or Older,2010-12,"United States",0.5510844443,0.545301764,0.5568533476
Alcohol Use in the Past Month,12 or Older,2010-12,"Alabama",0.4276055279,0.4015796904,0.4540383186
Alcohol Use in the Past Month,12 to 17,2010-12,"Alabama",0.1153240069,0.0987131133,0.1343135386
Alcohol Use in the Past Month,18 or Older,2010-12,"Alabama",0.4611470671,0.4323778616,0.4901774436
Alcohol Use in the Past Month,18 to 25,2010-12,"Alabama",0.5168919088,0.4854524837,0.548198175
Alcohol Use in the Past Month,26 or Older,2010-12,"Alabama",0.451379905,0.4186678863,0.4845175821
Alcohol Use in the Past Month,12 or Older,2010-12,"Alabama Region 1",0.3897864781,0.3466719194,0.4346954108
Alcohol Use in the Past Month,12 to 17,2010-12,"Alabama Region 1",0.1047836269,0.0803436138,0.1355622512
Alcohol Use in the Past Month,18 or Older,2010-12,"Alabama Region 1",0.4200289498,0.3725049746,0.4690835534
Alcohol Use in the Past Month,18 to 25,2010-12,"Alabama Region 1",0.4497536776,0.3947009747,0.5060652441
Alcohol Use in the Past Month,26 or Older,2010-12,"Alabama Region 1",0.4154029094,0.363435344,0.4693227461
Alcohol Use in the Past Month,12 or Older,2010-12,"Alabama Region 2",0.4803877511,0.4383116092,0.5227439453
Alcohol Use in the Past Month,12 to 17,2010-12,"Alabama Region 2",0.1240696233,0.098686453,0.1548598534
Alcohol Use in the Past Month,18 or Older,2010-12,"Alabama Region 2",0.5178820819,0.4715659526,0.5638929604
Alcohol Use in the Past Month,18 to 25,2010-12,"Alabama Region 2",0.5746368144,0.5251889726,0.6226352046
Alcohol Use in the Past Month,26 or Older,2010-12,"Alabama Region 2",0.5075817989,0.4557601055,0.5592410789
Alcohol Use in the Past Month,12 or Older,2010-12,"Alabama Region 3",0.3886892471,0.3443572194,0.434942427
Alcohol Use in the Past Month,12 to 17,2010-12,"Alabama Region 3",0.0938670356,0.0716675397,0.1220389926
Alcohol Use in the Past Month,18 or Older,2010-12,"Alabama Region 3",0.4209217893,0.3721368092,0.4713015101
Alcohol Use in the Past Month,18 to 25,2010-12,"Alabama Region 3",0.4979545554,0.4390323808,0.5569335971
Alcohol Use in the Past Month,26 or Older,2010-12,"Alabama Region 3",0.4039742754,0.349501456,0.4609213838
Alcohol Use in the Past Month,12 or Older,2010-12,"Alabama Region 4",0.4301498409,0.3856509344,0.4758066496
Alcohol Use in the Past Month,12 to 17,2010-12,"Alabama Region 4",0.1331190133,0.103193464,0.1700770038
Alcohol Use in the Past Month,18 or Older,2010-12,"Alabama Region 4",0.4630326022,0.413895622,0.5128981987
Alcohol Use in the Past Month,18 to 25,2010-12,"Alabama Region 4",0.5265447765,0.4738553758,0.5786495279
Alcohol Use in the Past Month,26 or Older,2010-12,"Alabama Region 4",0.4530648462,0.3986277058,0.5086482177
Alcohol Use in the Past Month,12 or Older,2010-12,"Alaska",0.526823508,0.4989692672,0.5545117732
Alcohol Use in the Past Month,12 to 17,2010-12,"Alaska",0.1409215727,0.1184588704,0.1668376182
Alcohol Use in the Past Month,18 or Older,2010-12,"Alaska",0.5731117365,0.5419440809,0.6037094164
Alcohol Use in the Past Month,18 to 25,2010-12,"Alaska",0.5915767658,0.5564567253,0.6257860693
Alcohol Use in the Past Month,26 or Older,2010-12,"Alaska",0.5696988755,0.5343696517,0.6043323259
Alcohol Use in the Past Month,12 or Older,2010-12,"Alaska Southeast",0.5225001183,0.4663007305,0.5781355591
Alcohol Use in the Past Month,12 to 17,2010-12,"Alaska Southeast",0.1438607069,0.1071983408,0.1903879329
Alcohol Use in the Past Month,18 or Older,2010-12,"Alaska Southeast",0.5630735241,0.5011851303,0.62305841
Alcohol Use in the Past Month,18 to 25,2010-12,"Alaska Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2010-12,"Alaska Southeast",0.5592735071,0.4924733729,0.6239943344
Alcohol Use in the Past Month,12 or Older,2010-12,"Alaska Anchorage",0.5775136617,0.5412968585,0.6129158112
Alcohol Use in the Past Month,12 to 17,2010-12,"Alaska Anchorage",0.1388840809,0.1110892791,0.1722853469
Alcohol Use in the Past Month,18 or Older,2010-12,"Alaska Anchorage",0.6284708082,0.5879250153,0.6672848286
Alcohol Use in the Past Month,18 to 25,2010-12,"Alaska Anchorage",0.6530246329,0.6053190038,0.6978423591
Alcohol Use in the Past Month,26 or Older,2010-12,"Alaska Anchorage",0.6237115576,0.5774912006,0.6677843819
Alcohol Use in the Past Month,12 or Older,2010-12,"Alaska Northern",0.447309674,0.399333155,0.49628781
Alcohol Use in the Past Month,12 to 17,2010-12,"Alaska Northern",0.122624451,0.0933655922,0.1594399604
Alcohol Use in the Past Month,18 or Older,2010-12,"Alaska Northern",0.4877576446,0.4342185237,0.541579151
Alcohol Use in the Past Month,18 to 25,2010-12,"Alaska Northern",0.5155183526,0.4559225796,0.5746760182
Alcohol Use in the Past Month,26 or Older,2010-12,"Alaska Northern",0.4812985544,0.4208334143,0.542316453
Alcohol Use in the Past Month,12 or Older,2010-12,"Alaska South Central",0.51667341,0.4652142585,0.5677813662
Alcohol Use in the Past Month,12 to 17,2010-12,"Alaska South Central",0.1580237104,0.1213027814,0.2032890794
Alcohol Use in the Past Month,18 or Older,2010-12,"Alaska South Central",0.5622888895,0.5048361532,0.6181180764
Alcohol Use in the Past Month,18 to 25,2010-12,"Alaska South Central",0.5649337873,0.4998793103,0.6278264183
Alcohol Use in the Past Month,26 or Older,2010-12,"Alaska South Central",0.5618861584,0.4992611633,0.6225994537
Alcohol Use in the Past Month,12 or Older,2010-12,"Arizona",0.4991811129,0.4707386258,0.5276289007
Alcohol Use in the Past Month,12 to 17,2010-12,"Arizona",0.1378291978,0.1172802643,0.1613205633
Alcohol Use in the Past Month,18 or Older,2010-12,"Arizona",0.5398089503,0.508160726,0.5711393787
Alcohol Use in the Past Month,18 to 25,2010-12,"Arizona",0.5700607016,0.5359813016,0.6034888034
Alcohol Use in the Past Month,26 or Older,2010-12,"Arizona",0.5345643747,0.4990736525,0.5697085458
Alcohol Use in the Past Month,12 or Older,2010-12,"Arizona Central",0.5239248103,0.4889948608,0.5586222563
Alcohol Use in the Past Month,12 to 17,2010-12,"Arizona Central",0.1403077888,0.1148689874,0.1702963508
Alcohol Use in the Past Month,18 or Older,2010-12,"Arizona Central",0.5689828206,0.5299184031,0.6072072001
Alcohol Use in the Past Month,18 to 25,2010-12,"Arizona Central",0.5919954223,0.5489140859,0.6337078715
Alcohol Use in the Past Month,26 or Older,2010-12,"Arizona Central",0.5649335654,0.5210927647,0.607781804
Alcohol Use in the Past Month,12 or Older,2010-12,"Arizona South A",0.5231494566,0.4684836051,0.5772662591
Alcohol Use in the Past Month,12 to 17,2010-12,"Arizona South A",0.14801383,0.1119842782,0.1931145466
Alcohol Use in the Past Month,18 or Older,2010-12,"Arizona South A",0.5601766526,0.5007085784,0.6179659761
Alcohol Use in the Past Month,18 to 25,2010-12,"Arizona South A",0.6039775098,0.5407951823,0.6638698394
Alcohol Use in the Past Month,26 or Older,2010-12,"Arizona South A",0.5521589236,0.486935653,0.6156356183
Alcohol Use in the Past Month,12 or Older,2010-12,"Arizona Rural North",0.4510565541,0.395863158,0.5074811297
Alcohol Use in the Past Month,12 to 17,2010-12,"Arizona Rural North",0.128686969,0.095868401,0.1706201663
Alcohol Use in the Past Month,18 or Older,2010-12,"Arizona Rural North",0.4841943572,0.4238316356,0.5450218132
Alcohol Use in the Past Month,18 to 25,2010-12,"Arizona Rural North",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2010-12,"Arizona Rural North",0.4778025898,0.412560027,0.5438114231
Alcohol Use in the Past Month,12 or Older,2010-12,"Arizona Rural South",0.4036874042,0.344752814,0.4655388436
Alcohol Use in the Past Month,12 to 17,2010-12,"Arizona Rural South",0.1234902559,0.0908011272,0.1658016536
Alcohol Use in the Past Month,18 or Older,2010-12,"Arizona Rural South",0.4358465033,0.3709997249,0.5029644349
Alcohol Use in the Past Month,18 to 25,2010-12,"Arizona Rural South",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2010-12,"Arizona Rural South",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2010-12,"Arkansas",0.3961361556,0.369361924,0.4235477132
Alcohol Use in the Past Month,12 to 17,2010-12,"Arkansas",0.1222113794,0.1053181759,0.1413860677
Alcohol Use in the Past Month,18 or Older,2010-12,"Arkansas",0.4257975428,0.3962408038,0.4558942341
Alcohol Use in the Past Month,18 to 25,2010-12,"Arkansas",0.5102052212,0.4780621174,0.5422641603
Alcohol Use in the Past Month,26 or Older,2010-12,"Arkansas",0.4114130346,0.3784120103,0.4452306055
Alcohol Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 8",0.4381889736,0.3913572723,0.4861485461
Alcohol Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 8",0.12765493,0.0982556092,0.1642486298
Alcohol Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 8",0.4721752691,0.4207142591,0.5242344756
Alcohol Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 8",0.552020498,0.4956009833,0.6071318506
Alcohol Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 8",0.4600939,0.4041712247,0.5170397614
Alcohol Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 1",0.4410535633,0.389617538,0.4937866993
Alcohol Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 1",0.1109628521,0.0844114039,0.144547492
Alcohol Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 1",0.4777994631,0.4210015312,0.535177341
Alcohol Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 1",0.5471086864,0.4847661305,0.6080076067
Alcohol Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 1",0.4642262805,0.4018275362,0.5277655397
Alcohol Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 2",0.368925129,0.3130159892,0.4285903445
Alcohol Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 2",0.1234862618,0.0928713574,0.1623867086
Alcohol Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 2",0.3922950616,0.3317480719,0.4563461734
Alcohol Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 2",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 3",0.3484776657,0.2982219564,0.402346878
Alcohol Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 3",0.1220163873,0.0926830765,0.1590064494
Alcohol Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 3",0.3752535875,0.3199234119,0.4340456271
Alcohol Use in the Past Month,18 to 25,2010-12,"Arkansas Catchment Area 3",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2010-12,"Arkansas Catchment Area 3",0.3623649523,0.303310737,0.4258883192
Alcohol Use in the Past Month,12 or Older,2010-12,"Arkansas Catchment Area 4",0.3805921584,0.324425851,0.4401470611
Alcohol Use in the Past Month,12 to 17,2010-12,"Arkansas Catchment Area 4",0.1232004087,0.0928549348,0.1616952616
Alcohol Use in the Past Month,18 or Older,2010-12,"Arkansas Catchment Area 4",0.409606396,0.3477443143,0.4744681407
