outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Marijuana Use in the Past Month,12 or Older,2014-16,"West",0.1048086651,0.100558422,0.1092167373
Marijuana Use in the Past Month,12 to 17,2014-16,"West",0.0803786768,0.0746590817,0.0864954892
Marijuana Use in the Past Month,18 or Older,2014-16,"West",0.107353582,0.1027771167,0.1121083659
Marijuana Use in the Past Month,18 to 25,2014-16,"West",0.2224438674,0.2127176526,0.232483475
Marijuana Use in the Past Month,26 or Older,2014-16,"West",0.0875090574,0.0826266039,0.0926508799
Marijuana Use in the Past Month,12 or Older,2014-16,"South",0.0703273612,0.0673865578,0.0733864047
Marijuana Use in the Past Month,12 to 17,2014-16,"South",0.0628543449,0.0589133001,0.0670402476
Marijuana Use in the Past Month,18 or Older,2014-16,"South",0.0711098351,0.0679694625,0.0743837217
Marijuana Use in the Past Month,18 to 25,2014-16,"South",0.1770753217,0.1706116322,0.1837296439
Marijuana Use in the Past Month,26 or Older,2014-16,"South",0.0535080094,0.0502493529,0.056965314
Marijuana Use in the Past Month,12 or Older,2014-16,"Midwest",0.0814030254,0.0780054943,0.0849349041
Marijuana Use in the Past Month,12 to 17,2014-16,"Midwest",0.0664789312,0.0623242374,0.0708896488
Marijuana Use in the Past Month,18 or Older,2014-16,"Midwest",0.0829613131,0.0793067844,0.086768375
Marijuana Use in the Past Month,18 to 25,2014-16,"Midwest",0.1923351071,0.1849373272,0.199956212
Marijuana Use in the Past Month,26 or Older,2014-16,"Midwest",0.0645060618,0.0606652597,0.068572279
Marijuana Use in the Past Month,12 or Older,2014-16,"Northeast",0.0953223594,0.0910486596,0.0997746411
Marijuana Use in the Past Month,12 to 17,2014-16,"Northeast",0.0732082375,0.0679935445,0.0787890565
Marijuana Use in the Past Month,18 or Older,2014-16,"Northeast",0.0974096788,0.0928617831,0.1021552246
Marijuana Use in the Past Month,18 to 25,2014-16,"Northeast",0.230139036,0.2202049249,0.2403831538
Marijuana Use in the Past Month,26 or Older,2014-16,"Northeast",0.075797839,0.0710209769,0.0808680236
Marijuana Use in the Past Month,12 or Older,2014-16,"United States",0.0852546954,0.0834517995,0.08709284
Marijuana Use in the Past Month,12 to 17,2014-16,"United States",0.0695321568,0.0668580083,0.0723049766
Marijuana Use in the Past Month,18 or Older,2014-16,"United States",0.0868681455,0.0849045371,0.0888727564
Marijuana Use in the Past Month,18 to 25,2014-16,"United States",0.2005661162,0.1956482296,0.2055760265
Marijuana Use in the Past Month,26 or Older,2014-16,"United States",0.0678179894,0.0658488515,0.0698416097
Marijuana Use in the Past Month,12 or Older,2014-16,"Alabama",0.0525443083,0.0445983771,0.0618143419
Marijuana Use in the Past Month,12 to 17,2014-16,"Alabama",0.0513099815,0.0407790499,0.0643779377
Marijuana Use in the Past Month,18 or Older,2014-16,"Alabama",0.0526716985,0.044357772,0.0624420767
Marijuana Use in the Past Month,18 to 25,2014-16,"Alabama",0.1432836745,0.1212109817,0.1686046599
Marijuana Use in the Past Month,26 or Older,2014-16,"Alabama",0.037580324,0.0298394142,0.0472316077
Marijuana Use in the Past Month,12 or Older,2014-16,"Alabama Region 1",0.0510257304,0.0396688044,0.0654126028
Marijuana Use in the Past Month,12 to 17,2014-16,"Alabama Region 1",0.0513783059,0.0366509078,0.0715838571
Marijuana Use in the Past Month,18 or Older,2014-16,"Alabama Region 1",0.0509901075,0.0392599638,0.0659842905
Marijuana Use in the Past Month,18 to 25,2014-16,"Alabama Region 1",0.1384114011,0.1060087904,0.1787380157
Marijuana Use in the Past Month,26 or Older,2014-16,"Alabama Region 1",0.0379671586,0.0273712726,0.0524437229
Marijuana Use in the Past Month,12 or Older,2014-16,"Alabama Region 2",0.0554117809,0.0436648219,0.0700873683
Marijuana Use in the Past Month,12 to 17,2014-16,"Alabama Region 2",0.0515595782,0.0367639989,0.0718653507
Marijuana Use in the Past Month,18 or Older,2014-16,"Alabama Region 2",0.0558015222,0.0436404043,0.0710995919
Marijuana Use in the Past Month,18 to 25,2014-16,"Alabama Region 2",0.157043541,0.1223252428,0.1993771468
Marijuana Use in the Past Month,26 or Older,2014-16,"Alabama Region 2",0.0385263142,0.0279316978,0.0529207381
Marijuana Use in the Past Month,12 or Older,2014-16,"Alabama Region 3",0.0509238399,0.0386175782,0.0668789272
Marijuana Use in the Past Month,12 to 17,2014-16,"Alabama Region 3",0.0455693491,0.031544803,0.0654079717
Marijuana Use in the Past Month,18 or Older,2014-16,"Alabama Region 3",0.0514591074,0.0387182843,0.068095493
Marijuana Use in the Past Month,18 to 25,2014-16,"Alabama Region 3",0.1268917411,0.0953393739,0.1669591457
Marijuana Use in the Past Month,26 or Older,2014-16,"Alabama Region 3",0.0359244703,0.0249446859,0.0514820008
Marijuana Use in the Past Month,12 or Older,2014-16,"Alabama Region 4",0.0516363606,0.0398868261,0.0666068678
Marijuana Use in the Past Month,12 to 17,2014-16,"Alabama Region 4",0.0553126488,0.0395274832,0.0768968787
Marijuana Use in the Past Month,18 or Older,2014-16,"Alabama Region 4",0.0512495966,0.0391008553,0.0669101451
Marijuana Use in the Past Month,18 to 25,2014-16,"Alabama Region 4",0.1445662659,0.1088477198,0.1895132883
Marijuana Use in the Past Month,26 or Older,2014-16,"Alabama Region 4",0.0370180491,0.0262829474,0.0519041082
Marijuana Use in the Past Month,12 or Older,2014-16,"Alaska",0.1548368682,0.1393692223,0.1716787259
Marijuana Use in the Past Month,12 to 17,2014-16,"Alaska",0.1042036905,0.0860268479,0.1256929884
Marijuana Use in the Past Month,18 or Older,2014-16,"Alaska",0.1605675599,0.1439170019,0.1787422998
Marijuana Use in the Past Month,18 to 25,2014-16,"Alaska",0.26525805,0.2342305359,0.2987919525
Marijuana Use in the Past Month,26 or Older,2014-16,"Alaska",0.1411057926,0.1233349088,0.1609670704
Marijuana Use in the Past Month,12 or Older,2014-16,"Alaska Southeast",0.173939523,0.1366528968,0.2188214004
Marijuana Use in the Past Month,12 to 17,2014-16,"Alaska Southeast",0.1059095997,0.0750415476,0.1474509594
Marijuana Use in the Past Month,18 or Older,2014-16,"Alaska Southeast",0.1808001033,0.1413328012,0.2283576367
Marijuana Use in the Past Month,18 to 25,2014-16,"Alaska Southeast",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2014-16,"Alaska Southeast",0.1659626271,0.1256216115,0.2160573035
Marijuana Use in the Past Month,12 or Older,2014-16,"Alaska Anchorage",0.135095586,0.1157451111,0.1571063344
Marijuana Use in the Past Month,12 to 17,2014-16,"Alaska Anchorage",0.0977910025,0.0750178373,0.1265317285
Marijuana Use in the Past Month,18 or Older,2014-16,"Alaska Anchorage",0.139213523,0.1185575348,0.1628036421
Marijuana Use in the Past Month,18 to 25,2014-16,"Alaska Anchorage",0.2539919605,0.2140590004,0.298544706
Marijuana Use in the Past Month,26 or Older,2014-16,"Alaska Anchorage",0.1174478339,0.0959209699,0.1430414497
Marijuana Use in the Past Month,12 or Older,2014-16,"Alaska Northern",0.1795256555,0.1502208806,0.2131134675
Marijuana Use in the Past Month,12 to 17,2014-16,"Alaska Northern",0.1114902801,0.0825042521,0.1490060339
Marijuana Use in the Past Month,18 or Older,2014-16,"Alaska Northern",0.1877032319,0.1562007898,0.2238734048
Marijuana Use in the Past Month,18 to 25,2014-16,"Alaska Northern",0.2638291644,0.2123125783,0.3227245012
Marijuana Use in the Past Month,26 or Older,2014-16,"Alaska Northern",0.1706315327,0.1374746271,0.2098398616
Marijuana Use in the Past Month,12 or Older,2014-16,"Alaska South Central",0.1572002178,0.131633782,0.186664855
Marijuana Use in the Past Month,12 to 17,2014-16,"Alaska South Central",0.1068103996,0.0812457773,0.1392003689
Marijuana Use in the Past Month,18 or Older,2014-16,"Alaska South Central",0.1630780509,0.1357541967,0.1946627704
Marijuana Use in the Past Month,18 to 25,2014-16,"Alaska South Central",0.2804221274,0.2294626956,0.3377382298
Marijuana Use in the Past Month,26 or Older,2014-16,"Alaska South Central",0.1436261753,0.1153607058,0.1774281711
Marijuana Use in the Past Month,12 or Older,2014-16,"Arizona",0.0774114135,0.0672412667,0.0889730546
Marijuana Use in the Past Month,12 to 17,2014-16,"Arizona",0.0725326811,0.0585663538,0.0895128867
Marijuana Use in the Past Month,18 or Older,2014-16,"Arizona",0.0779382005,0.0672172739,0.0902037194
Marijuana Use in the Past Month,18 to 25,2014-16,"Arizona",0.1874593535,0.1627065728,0.2150108118
Marijuana Use in the Past Month,26 or Older,2014-16,"Arizona",0.0592393396,0.0485551364,0.0720963765
Marijuana Use in the Past Month,12 or Older,2014-16,"Arizona Central",0.0800867666,0.0680593383,0.0940252349
Marijuana Use in the Past Month,12 to 17,2014-16,"Arizona Central",0.0732373242,0.0563771694,0.0946340049
Marijuana Use in the Past Month,18 or Older,2014-16,"Arizona Central",0.0808604259,0.0681733287,0.0956661989
Marijuana Use in the Past Month,18 to 25,2014-16,"Arizona Central",0.1949688097,0.1643613363,0.2297092205
Marijuana Use in the Past Month,26 or Older,2014-16,"Arizona Central",0.0612352394,0.0487259072,0.0766971448
Marijuana Use in the Past Month,12 or Older,2014-16,"Arizona South A",0.0787828519,0.060672318,0.1017139578
Marijuana Use in the Past Month,12 to 17,2014-16,"Arizona South A",0.0714115899,0.0508912866,0.099340028
Marijuana Use in the Past Month,18 or Older,2014-16,"Arizona South A",0.0794694965,0.0606968556,0.1034090372
Marijuana Use in the Past Month,18 to 25,2014-16,"Arizona South A",0.1895078669,0.144228041,0.2449344539
Marijuana Use in the Past Month,26 or Older,2014-16,"Arizona South A",0.0606454413,0.0436135121,0.0837462489
Marijuana Use in the Past Month,12 or Older,2014-16,"Arizona North",0.0709196074,0.0530954605,0.0941324898
Marijuana Use in the Past Month,12 to 17,2014-16,"Arizona North",0.0665316821,0.0466177341,0.094112639
Marijuana Use in the Past Month,18 or Older,2014-16,"Arizona North",0.0713393014,0.0529286089,0.0955081568
Marijuana Use in the Past Month,18 to 25,2014-16,"Arizona North",0.1738140515,0.1292916051,0.2296248261
Marijuana Use in the Past Month,26 or Older,2014-16,"Arizona North",0.0549480115,0.0380312902,0.0787732874
Marijuana Use in the Past Month,12 or Older,2014-16,"Arizona South",0.0745249648,0.0599558009,0.0922868525
Marijuana Use in the Past Month,12 to 17,2014-16,"Arizona South",0.0733479495,0.0558198695,0.0958214647
Marijuana Use in the Past Month,18 or Older,2014-16,"Arizona South",0.0746451267,0.0595221767,0.0932295134
Marijuana Use in the Past Month,18 to 25,2014-16,"Arizona South",0.1772553932,0.1417339399,0.2194034824
Marijuana Use in the Past Month,26 or Older,2014-16,"Arizona South",0.0569148273,0.0429371409,0.0750857979
Marijuana Use in the Past Month,12 or Older,2014-16,"Arizona South B",0.0693881761,0.0516691141,0.0925904194
Marijuana Use in the Past Month,12 to 17,2014-16,"Arizona South B",0.0753310247,0.0528451355,0.106310861
Marijuana Use in the Past Month,18 or Older,2014-16,"Arizona South B",0.0687261089,0.0505181175,0.092854922
Marijuana Use in the Past Month,18 to 25,2014-16,"Arizona South B",0.1625062414,0.1196234959,0.2169729725
Marijuana Use in the Past Month,26 or Older,2014-16,"Arizona South B",0.0523226417,0.035972439,0.0755221575
Marijuana Use in the Past Month,12 or Older,2014-16,"Arkansas",0.0709799504,0.0612622686,0.0821042724
Marijuana Use in the Past Month,12 to 17,2014-16,"Arkansas",0.0618285836,0.0503648905,0.0756935791
Marijuana Use in the Past Month,18 or Older,2014-16,"Arkansas",0.0719562912,0.0616924784,0.0837752404
Marijuana Use in the Past Month,18 to 25,2014-16,"Arkansas",0.1638067239,0.1403990194,0.1902532727
Marijuana Use in the Past Month,26 or Older,2014-16,"Arkansas",0.0566029234,0.0464237343,0.0688529134
Marijuana Use in the Past Month,12 or Older,2014-16,"Arkansas Catchment Area 8",0.0847338479,0.0664187126,0.107517785
